House,Resident,Day,Minute,Activity
A,1,2,1419,3
A,1,2,1420,3
A,1,2,1421,3
A,1,2,1422,3
A,1,2,1423,3
A,1,2,1424,3
A,1,2,1425,3
A,1,2,1426,3
A,1,2,1427,3
A,1,2,1428,3
A,1,2,1429,3
A,1,2,1430,3
A,1,2,1431,3
A,1,2,1432,3
A,1,2,1433,3
A,1,2,1434,3
A,1,2,1435,3
A,1,2,1436,3
A,1,2,1437,3
A,1,2,1438,3
A,1,2,1439,3
A,1,2,1440,3
A,2,2,1,1
A,2,2,2,1
A,2,2,3,1
A,2,2,4,1
A,2,2,5,1
A,2,2,6,1
A,2,2,7,1
A,2,2,8,1
A,2,2,9,1
A,2,2,10,1
A,2,2,11,1
A,2,2,12,1
A,2,2,13,1
A,2,2,14,1
A,2,2,15,1
A,2,2,16,1
A,2,2,17,1
A,2,2,18,1
A,2,2,19,1
A,2,2,20,1
A,2,2,21,1
A,2,2,22,1
A,2,2,23,1
A,2,2,24,1
A,2,2,25,1
A,2,2,26,1
A,2,2,27,1
A,2,2,28,1
A,2,2,29,1
A,2,2,30,1
A,2,2,31,1
A,2,2,32,1
A,2,2,33,1
A,2,2,34,1
A,2,2,35,1
A,2,2,36,1
A,2,2,37,1
A,2,2,38,1
A,2,2,39,1
A,2,2,40,1
A,2,2,41,1
A,2,2,42,1
A,2,2,43,1
A,2,2,44,1
A,2,2,45,1
A,2,2,46,1
A,2,2,47,1
A,2,2,48,1
A,2,2,49,1
A,2,2,50,1
A,2,2,51,1
A,2,2,52,1
A,2,2,53,1
A,2,2,54,1
A,2,2,55,1
A,2,2,56,1
A,2,2,57,1
A,2,2,58,1
A,2,2,59,1
A,2,2,60,1
A,2,2,61,1
A,2,2,62,1
A,2,2,63,1
A,2,2,64,1
A,2,2,65,1
A,2,2,66,1
A,2,2,67,1
A,2,2,68,1
A,2,2,69,1
A,2,2,70,1
A,2,2,71,1
A,2,2,72,1
A,2,2,73,1
A,2,2,74,1
A,2,2,75,1
A,2,2,76,1
A,2,2,77,1
A,2,2,78,1
A,2,2,79,1
A,2,2,80,1
A,2,2,81,1
A,2,2,82,1
A,2,2,83,1
A,2,2,84,1
A,2,2,85,1
A,2,2,86,1
A,2,2,87,1
A,2,2,88,1
A,2,2,89,1
A,2,2,90,1
A,2,2,91,1
A,2,2,92,1
A,2,2,93,1
A,2,2,94,1
A,2,2,95,1
A,2,2,96,1
A,2,2,97,1
A,2,2,98,1
A,2,2,99,1
A,2,2,100,1
A,2,2,101,1
A,2,2,102,1
A,2,2,103,1
A,2,2,104,1
A,2,2,105,1
A,2,2,106,1
A,2,2,107,1
A,2,2,108,1
A,2,2,109,1
A,2,2,110,1
A,2,2,111,1
A,2,2,112,1
A,2,2,113,1
A,2,2,114,1
A,2,2,115,1
A,2,2,116,1
A,2,2,117,1
A,2,2,118,1
A,2,2,119,1
A,2,2,120,1
A,2,2,121,1
A,2,2,122,1
A,2,2,123,1
A,2,2,124,1
A,2,2,125,1
A,2,2,126,1
A,2,2,127,1
A,2,2,128,1
A,2,2,129,1
A,2,2,130,1
A,2,2,131,1
A,2,2,132,1
A,2,2,133,1
A,2,2,134,1
A,2,2,135,1
A,2,2,136,1
A,2,2,137,1
A,2,2,138,1
A,2,2,139,1
A,2,2,140,1
A,2,2,141,1
A,2,2,142,1
A,2,2,143,1
A,2,2,144,1
A,2,2,145,1
A,2,2,146,1
A,2,2,147,1
A,2,2,148,1
A,2,2,149,1
A,2,2,150,1
A,2,2,151,1
A,2,2,152,1
A,2,2,153,1
A,2,2,154,1
A,2,2,155,1
A,2,2,156,1
A,2,2,157,1
A,2,2,158,1
A,2,2,159,1
A,2,2,160,1
A,2,2,161,1
A,2,2,162,1
A,2,2,163,1
A,2,2,164,1
A,2,2,165,1
A,2,2,166,1
A,2,2,167,1
A,2,2,168,1
A,2,2,169,1
A,2,2,170,1
A,2,2,171,1
A,2,2,172,1
A,2,2,173,1
A,2,2,174,1
A,2,2,175,1
A,2,2,176,1
A,2,2,177,1
A,2,2,178,1
A,2,2,179,1
A,2,2,180,1
A,2,2,181,1
A,2,2,182,1
A,2,2,183,1
A,2,2,184,1
A,2,2,185,1
A,2,2,186,1
A,2,2,187,1
A,2,2,188,1
A,2,2,189,1
A,2,2,190,1
A,2,2,191,1
A,2,2,192,1
A,2,2,193,1
A,2,2,194,1
A,2,2,195,1
A,2,2,196,1
A,2,2,197,1
A,2,2,198,1
A,2,2,199,1
A,2,2,200,1
A,2,2,201,1
A,2,2,202,1
A,2,2,203,1
A,2,2,204,1
A,2,2,205,1
A,2,2,206,1
A,2,2,207,1
A,2,2,208,1
A,2,2,209,1
A,2,2,210,1
A,2,2,211,1
A,2,2,212,1
A,2,2,213,1
A,2,2,214,1
A,2,2,215,1
A,2,2,216,1
A,2,2,217,1
A,2,2,218,1
A,2,2,219,1
A,2,2,220,1
A,2,2,221,1
A,2,2,222,1
A,2,2,223,1
A,2,2,224,1
A,2,2,225,1
A,2,2,226,1
A,2,2,227,1
A,2,2,228,1
A,2,2,229,1
A,2,2,230,1
A,2,2,231,1
A,2,2,232,1
A,2,2,233,1
A,2,2,234,1
A,2,2,235,1
A,2,2,236,1
A,2,2,237,1
A,2,2,238,1
A,2,2,239,1
A,2,2,240,1
A,2,2,241,1
A,2,2,242,1
A,2,2,243,1
A,2,2,244,1
A,2,2,245,1
A,2,2,246,1
A,2,2,247,1
A,2,2,248,1
A,2,2,249,1
A,2,2,250,1
A,2,2,251,1
A,2,2,252,1
A,2,2,253,1
A,2,2,254,1
A,2,2,255,1
A,2,2,256,1
A,2,2,257,1
A,2,2,258,1
A,2,2,259,1
A,2,2,260,1
A,2,2,261,1
A,2,2,262,1
A,2,2,263,1
A,2,2,264,1
A,2,2,265,1
A,2,2,266,1
A,2,2,267,1
A,2,2,268,1
A,2,2,269,1
A,2,2,270,1
A,2,2,271,1
A,2,2,272,1
A,2,2,273,1
A,2,2,274,1
A,2,2,275,1
A,2,2,276,1
A,2,2,277,1
A,2,2,278,1
A,2,2,279,1
A,2,2,280,1
A,2,2,281,1
A,2,2,282,1
A,2,2,283,1
A,2,2,284,1
A,2,2,285,1
A,2,2,286,1
A,2,2,287,1
A,2,2,288,1
A,2,2,289,1
A,2,2,290,1
A,2,2,291,1
A,2,2,292,1
A,2,2,293,1
A,2,2,294,1
A,2,2,295,1
A,2,2,296,1
A,2,2,297,1
A,2,2,298,1
A,2,2,299,1
A,2,2,300,1
A,2,2,301,1
A,2,2,302,1
A,2,2,303,1
A,2,2,304,1
A,2,2,305,1
A,2,2,306,1
A,2,2,307,1
A,2,2,308,1
A,2,2,309,1
A,2,2,310,1
A,2,2,311,1
A,2,2,312,1
A,2,2,313,1
A,2,2,314,1
A,2,2,315,1
A,2,2,316,1
A,2,2,317,1
A,2,2,318,1
A,2,2,319,1
A,2,2,320,1
A,2,2,321,1
A,2,2,322,1
A,2,2,323,1
A,2,2,324,1
A,2,2,325,1
A,2,2,326,1
A,2,2,327,1
A,2,2,328,1
A,2,2,329,1
A,2,2,330,1
A,2,2,331,1
A,2,2,332,1
A,2,2,333,1
A,2,2,334,1
A,2,2,335,1
A,2,2,336,1
A,2,2,337,1
A,2,2,338,1
A,2,2,339,1
A,2,2,340,1
A,2,2,341,1
A,2,2,342,1
A,2,2,343,1
A,2,2,344,1
A,2,2,345,1
A,2,2,346,1
A,2,2,347,1
A,2,2,348,1
A,2,2,349,1
A,2,2,350,1
A,2,2,351,1
A,2,2,352,1
A,2,2,353,1
A,2,2,354,1
A,2,2,355,1
A,2,2,356,1
A,2,2,357,1
A,2,2,358,1
A,2,2,359,1
A,2,2,360,1
A,2,2,361,1
A,2,2,362,1
A,2,2,363,1
A,2,2,364,1
A,2,2,365,1
A,2,2,366,1
A,2,2,367,1
A,2,2,368,1
A,2,2,369,1
A,2,2,370,1
A,2,2,371,1
A,2,2,372,1
A,2,2,373,1
A,2,2,374,1
A,2,2,375,1
A,2,2,376,1
A,2,2,377,1
A,2,2,378,1
A,2,2,379,1
A,2,2,380,1
A,2,2,381,1
A,2,2,382,1
A,2,2,383,1
A,2,2,384,1
A,2,2,385,1
A,2,2,386,1
A,2,2,387,1
A,2,2,388,1
A,2,2,389,1
A,2,2,390,1
A,2,2,391,1
A,2,2,392,1
A,2,2,393,1
A,2,2,394,1
A,2,2,395,1
A,2,2,396,1
A,2,2,397,1
A,2,2,398,1
A,2,2,399,1
A,2,2,400,1
A,2,2,401,1
A,2,2,402,1
A,2,2,403,1
A,2,2,404,1
A,2,2,405,1
A,2,2,406,1
A,2,2,407,1
A,2,2,408,1
A,2,2,409,1
A,2,2,410,1
A,2,2,411,1
A,2,2,412,1
A,2,2,413,1
A,2,2,414,1
A,2,2,415,1
A,2,2,416,1
A,2,2,417,1
A,2,2,418,1
A,2,2,419,1
A,2,2,420,1
A,2,2,421,1
A,2,2,422,1
A,2,2,423,1
A,2,2,424,1
A,2,2,425,1
A,2,2,426,1
A,2,2,427,1
A,2,2,428,1
A,2,2,429,1
A,2,2,430,1
A,2,2,431,1
A,2,2,432,1
A,2,2,433,1
A,2,2,434,1
A,2,2,435,1
A,2,2,436,1
A,2,2,437,1
A,2,2,438,1
A,2,2,439,1
A,2,2,440,1
A,2,2,441,1
A,2,2,442,1
A,2,2,443,1
A,2,2,444,1
A,2,2,445,1
A,2,2,446,1
A,2,2,447,1
A,2,2,448,1
A,2,2,449,1
A,2,2,450,1
A,2,2,451,1
A,2,2,452,1
A,2,2,453,1
A,2,2,454,1
A,2,2,455,1
A,2,2,456,1
A,2,2,457,1
A,2,2,458,1
A,2,2,459,1
A,2,2,460,1
A,2,2,461,1
A,2,2,462,1
A,2,2,463,1
A,2,2,464,1
A,2,2,465,1
A,2,2,466,1
A,2,2,467,1
A,2,2,468,1
A,2,2,469,1
A,2,2,470,1
A,2,2,471,1
A,2,2,472,1
A,2,2,473,1
A,2,2,474,1
A,2,2,475,1
A,2,2,476,1
A,2,2,477,1
A,2,2,478,1
A,2,2,479,1
A,2,2,480,1
A,2,2,481,1
A,2,2,482,1
A,2,2,483,1
A,2,2,484,1
A,2,2,485,1
A,2,2,486,1
A,2,2,487,1
A,2,2,488,1
A,2,2,489,1
A,2,2,490,1
A,2,2,491,1
A,2,2,492,1
A,2,2,493,1
A,2,2,494,1
A,2,2,495,1
A,2,2,496,1
A,2,2,497,1
A,2,2,498,1
A,2,2,499,1
A,2,2,500,1
A,2,2,501,1
A,2,2,502,1
A,2,2,503,1
A,2,2,504,1
A,2,2,505,1
A,2,2,506,1
A,2,2,507,1
A,2,2,508,1
A,2,2,509,1
A,2,2,510,1
A,2,2,511,1
A,2,2,512,1
A,2,2,513,1
A,2,2,514,1
A,2,2,515,1
A,2,2,516,1
A,2,2,517,1
A,2,2,518,1
A,2,2,519,1
A,2,2,520,1
A,2,2,521,1
A,2,2,522,1
A,2,2,523,1
A,2,2,524,1
A,2,2,525,1
A,2,2,526,1
A,2,2,527,1
A,2,2,528,1
A,2,2,529,1
A,2,2,530,1
A,2,2,531,1
A,2,2,532,1
A,2,2,533,1
A,2,2,534,1
A,2,2,535,1
A,2,2,536,1
A,2,2,537,1
A,2,2,538,1
A,2,2,539,1
A,2,2,540,1
A,2,2,541,1
A,2,2,542,1
A,2,2,543,1
A,2,2,544,1
A,2,2,545,1
A,2,2,546,1
A,2,2,547,1
A,2,2,548,1
A,2,2,549,1
A,2,2,550,1
A,2,2,551,1
A,2,2,552,1
A,2,2,553,1
A,2,2,554,1
A,2,2,555,1
A,2,2,556,1
A,2,2,557,1
A,2,2,558,1
A,2,2,559,1
A,2,2,560,1
A,2,2,561,1
A,2,2,562,1
A,2,2,563,1
A,2,2,564,1
A,2,2,565,1
A,2,2,566,1
A,2,2,567,1
A,2,2,568,1
A,2,2,569,1
A,2,2,570,1
A,2,2,571,1
A,2,2,572,1
A,2,2,573,1
A,2,2,574,1
A,2,2,575,1
A,2,2,576,1
A,2,2,577,1
A,2,2,578,1
A,2,2,579,1
A,2,2,580,1
A,2,2,581,1
A,2,2,582,1
A,2,2,583,1
A,2,2,584,1
A,2,2,585,1
A,2,2,586,1
A,2,2,587,1
A,2,2,588,1
A,2,2,589,1
A,2,2,590,1
A,2,2,591,1
A,2,2,592,1
A,2,2,593,1
A,2,2,594,1
A,2,2,595,1
A,2,2,596,1
A,2,2,597,1
A,2,2,598,1
A,2,2,599,1
A,2,2,600,1
A,2,2,601,1
A,2,2,602,1
A,2,2,603,1
A,2,2,604,1
A,2,2,605,1
A,2,2,606,1
A,2,2,607,1
A,2,2,608,1
A,2,2,609,1
A,2,2,610,1
A,2,2,611,1
A,2,2,612,1
A,2,2,613,1
A,2,2,614,1
A,2,2,615,1
A,2,2,616,1
A,2,2,617,1
A,2,2,618,1
A,2,2,619,1
A,2,2,620,1
A,2,2,621,1
A,2,2,622,1
A,2,2,623,1
A,2,2,624,1
A,2,2,625,1
A,2,2,626,1
A,2,2,627,1
A,2,2,628,1
A,2,2,629,1
A,2,2,630,1
A,2,2,631,1
A,2,2,632,1
A,2,2,633,1
A,2,2,634,1
A,2,2,635,1
A,2,2,636,1
A,2,2,637,1
A,2,2,638,1
A,2,2,639,1
A,2,2,640,1
A,2,2,641,1
A,2,2,642,1
A,2,2,643,1
A,2,2,644,1
A,2,2,645,1
A,2,2,646,1
A,2,2,647,1
A,2,2,648,1
A,2,2,649,1
A,2,2,650,1
A,2,2,651,1
A,2,2,652,1
A,2,2,653,1
A,2,2,654,1
A,2,2,655,1
A,2,2,656,1
A,2,2,657,1
A,2,2,658,1
A,2,2,659,1
A,2,2,660,1
A,2,2,661,1
A,2,2,662,1
A,2,2,663,1
A,2,2,664,1
A,2,2,665,1
A,2,2,666,1
A,2,2,667,1
A,2,2,668,1
A,2,2,669,1
A,2,2,670,1
A,2,2,671,1
A,2,2,672,1
A,2,2,673,1
A,2,2,674,1
A,2,2,675,1
A,2,2,676,1
A,2,2,677,1
A,2,2,678,1
A,2,2,679,1
A,2,2,680,1
A,2,2,681,1
A,2,2,682,1
A,2,2,683,1
A,2,2,684,1
A,2,2,685,1
A,2,2,686,1
A,2,2,687,1
A,2,2,688,1
A,2,2,689,1
A,2,2,690,1
A,2,2,691,1
A,2,2,692,1
A,2,2,693,1
A,2,2,694,1
A,2,2,695,1
A,2,2,696,1
A,2,2,697,1
A,2,2,698,1
A,2,2,699,1
A,2,2,700,1
A,2,2,701,1
A,2,2,702,1
A,2,2,703,1
A,2,2,704,1
A,2,2,705,1
A,2,2,706,1
A,2,2,707,1
A,2,2,708,1
A,2,2,709,1
A,2,2,710,1
A,2,2,711,1
A,2,2,712,1
A,2,2,713,1
A,2,2,714,1
A,2,2,715,1
A,2,2,716,1
A,2,2,717,1
A,2,2,718,1
A,2,2,719,1
A,2,2,720,1
A,2,2,721,1
A,2,2,722,1
A,2,2,723,1
A,2,2,724,1
A,2,2,725,1
A,2,2,726,1
A,2,2,727,1
A,2,2,728,1
A,2,2,729,1
A,2,2,730,1
A,2,2,731,1
A,2,2,732,1
A,2,2,733,1
A,2,2,734,1
A,2,2,735,1
A,2,2,736,1
A,2,2,737,1
A,2,2,738,1
A,2,2,739,1
A,2,2,740,1
A,2,2,741,1
A,2,2,742,1
A,2,2,743,1
A,2,2,744,1
A,2,2,745,1
A,2,2,746,1
A,2,2,747,1
A,2,2,748,1
A,2,2,749,1
A,2,2,750,1
A,2,2,751,1
A,2,2,752,1
A,2,2,753,1
A,2,2,754,1
A,2,2,755,1
A,2,2,756,1
A,2,2,757,1
A,2,2,758,1
A,2,2,759,1
A,2,2,760,1
A,2,2,761,1
A,2,2,762,1
A,2,2,763,1
A,2,2,764,1
A,2,2,765,1
A,2,2,766,1
A,2,2,767,1
A,2,2,768,1
A,2,2,769,1
A,2,2,770,1
A,2,2,771,1
A,2,2,772,1
A,2,2,773,1
A,2,2,774,1
A,2,2,775,1
A,2,2,776,1
A,2,2,777,1
A,2,2,778,1
A,2,2,779,1
A,2,2,780,1
A,2,2,781,1
A,2,2,782,1
A,2,2,783,1
A,2,2,784,1
A,2,2,785,1
A,2,2,786,1
A,2,2,787,1
A,2,2,788,1
A,2,2,789,1
A,2,2,790,1
A,2,2,791,1
A,2,2,792,1
A,2,2,793,1
A,2,2,794,1
A,2,2,795,1
A,2,2,796,1
A,2,2,797,1
A,2,2,798,1
A,2,2,799,1
A,2,2,800,1
A,2,2,801,1
A,2,2,802,1
A,2,2,803,1
A,2,2,804,1
A,2,2,805,1
A,2,2,806,1
A,2,2,807,1
A,2,2,808,1
A,2,2,809,1
A,2,2,810,1
A,2,2,811,1
A,2,2,812,1
A,2,2,813,1
A,2,2,814,1
A,2,2,815,1
A,2,2,816,1
A,2,2,817,1
A,2,2,818,1
A,2,2,819,1
A,2,2,820,1
A,2,2,821,1
A,2,2,822,1
A,2,2,823,1
A,2,2,824,1
A,2,2,825,1
A,2,2,826,1
A,2,2,827,1
A,2,2,828,1
A,2,2,829,1
A,2,2,830,1
A,2,2,831,1
A,2,2,832,1
A,2,2,833,1
A,2,2,834,1
A,2,2,835,1
A,2,2,836,1
A,2,2,837,1
A,2,2,838,1
A,2,2,839,1
A,2,2,840,1
A,2,2,841,1
A,2,2,842,1
A,2,2,843,1
A,2,2,844,1
A,2,2,845,1
A,2,2,846,1
A,2,2,847,1
A,2,2,848,1
A,2,2,849,1
A,2,2,850,1
A,2,2,851,1
A,2,2,852,1
A,2,2,853,1
A,2,2,854,1
A,2,2,855,1
A,2,2,856,1
A,2,2,857,1
A,2,2,858,1
A,2,2,859,1
A,2,2,860,1
A,2,2,861,1
A,2,2,862,1
A,2,2,863,1
A,2,2,864,1
A,2,2,865,1
A,2,2,866,1
A,2,2,867,1
A,2,2,868,1
A,2,2,869,1
A,2,2,870,1
A,2,2,871,1
A,2,2,872,1
A,2,2,873,1
A,2,2,874,1
A,2,2,875,1
A,2,2,876,1
A,2,2,877,1
A,2,2,878,1
A,2,2,879,1
A,2,2,880,1
A,2,2,881,1
A,2,2,882,1
A,2,2,883,1
A,2,2,884,1
A,2,2,885,1
A,2,2,886,1
A,2,2,887,1
A,2,2,888,1
A,2,2,889,1
A,2,2,890,1
A,2,2,891,1
A,2,2,892,1
A,2,2,893,1
A,2,2,894,1
A,2,2,895,1
A,2,2,896,1
A,2,2,897,1
A,2,2,898,1
A,2,2,899,1
A,2,2,900,1
A,2,2,901,1
A,2,2,902,1
A,2,2,903,1
A,2,2,904,1
A,2,2,905,1
A,2,2,906,1
A,2,2,907,1
A,2,2,908,1
A,2,2,909,1
A,2,2,910,1
A,2,2,911,1
A,2,2,912,1
A,2,2,913,1
A,2,2,914,1
A,2,2,915,1
A,2,2,916,1
A,2,2,917,1
A,2,2,918,1
A,2,2,919,1
A,2,2,920,1
A,2,2,921,1
A,2,2,922,1
A,2,2,923,1
A,2,2,924,1
A,2,2,925,1
A,2,2,926,1
A,2,2,927,1
A,2,2,928,1
A,2,2,929,1
A,2,2,930,1
A,2,2,931,1
A,2,2,932,1
A,2,2,933,1
A,2,2,934,1
A,2,2,935,1
A,2,2,936,1
A,2,2,937,1
A,2,2,938,1
A,2,2,939,1
A,2,2,940,1
A,2,2,941,1
A,2,2,942,1
A,2,2,943,1
A,2,2,944,1
A,2,2,945,1
A,2,2,946,1
A,2,2,947,1
A,2,2,948,1
A,2,2,949,1
A,2,2,950,1
A,2,2,951,1
A,2,2,952,1
A,2,2,953,1
A,2,2,954,1
A,2,2,955,1
A,2,2,956,1
A,2,2,957,1
A,2,2,958,1
A,2,2,959,1
A,2,2,960,1
A,2,2,961,1
A,2,2,962,1
A,2,2,963,1
A,2,2,964,1
A,2,2,965,1
A,2,2,966,1
A,2,2,967,1
A,2,2,968,1
A,2,2,969,1
A,2,2,970,1
A,2,2,971,1
A,2,2,972,1
A,2,2,973,1
A,2,2,974,1
A,2,2,975,1
A,2,2,976,1
A,2,2,977,1
A,2,2,978,1
A,2,2,979,1
A,2,2,980,1
A,2,2,981,1
A,2,2,982,1
A,2,2,983,1
A,2,2,984,1
A,2,2,985,1
A,2,2,986,1
A,2,2,987,1
A,2,2,988,1
A,2,2,989,1
A,2,2,990,1
A,2,2,991,1
A,2,2,992,1
A,2,2,993,1
A,2,2,994,1
A,2,2,995,1
A,2,2,996,1
A,2,2,997,1
A,2,2,998,1
A,2,2,999,1
A,2,2,1000,1
A,2,2,1001,1
A,2,2,1002,1
A,2,2,1003,1
A,2,2,1004,1
A,2,2,1005,1
A,2,2,1006,1
A,2,2,1007,1
A,2,2,1008,1
A,2,2,1009,1
A,2,2,1010,1
A,2,2,1011,1
A,2,2,1012,1
A,2,2,1013,1
A,2,2,1014,1
A,2,2,1015,1
A,2,2,1016,1
A,2,2,1017,1
A,2,2,1018,1
A,2,2,1019,1
A,2,2,1020,1
A,2,2,1021,1
A,2,2,1022,1
A,2,2,1023,1
A,2,2,1024,1
A,2,2,1025,1
A,2,2,1026,1
A,2,2,1027,1
A,2,2,1028,1
A,2,2,1029,1
A,2,2,1030,1
A,2,2,1031,1
A,2,2,1032,1
A,2,2,1033,1
A,2,2,1034,1
A,2,2,1035,1
A,2,2,1036,1
A,2,2,1037,1
A,2,2,1038,1
A,2,2,1039,1
A,2,2,1040,1
A,2,2,1041,1
A,2,2,1042,1
A,2,2,1043,1
A,2,2,1044,1
A,2,2,1045,1
A,2,2,1046,1
A,2,2,1047,1
A,2,2,1048,1
A,2,2,1049,1
A,2,2,1050,1
A,2,2,1051,1
A,2,2,1052,1
A,2,2,1053,1
A,2,2,1054,1
A,2,2,1055,1
A,2,2,1056,1
A,2,2,1057,1
A,2,2,1058,1
A,2,2,1059,1
A,2,2,1060,1
A,2,2,1061,1
A,2,2,1062,1
A,2,2,1063,1
A,2,2,1064,1
A,2,2,1065,1
A,2,2,1066,1
A,2,2,1067,1
A,2,2,1068,1
A,2,2,1069,1
A,2,2,1070,1
A,2,2,1071,1
A,2,2,1072,1
A,2,2,1073,1
A,2,2,1074,1
A,2,2,1075,1
A,2,2,1076,1
A,2,2,1077,1
A,2,2,1078,1
A,2,2,1079,1
A,2,2,1080,1
A,2,2,1081,1
A,2,2,1082,1
A,2,2,1083,1
A,2,2,1084,1
A,2,2,1085,1
A,2,2,1086,1
A,2,2,1087,1
A,2,2,1088,1
A,2,2,1089,1
A,2,2,1090,1
A,2,2,1091,1
A,2,2,1092,1
A,2,2,1093,1
A,2,2,1094,1
A,2,2,1095,1
A,2,2,1096,1
A,2,2,1097,1
A,2,2,1098,1
A,2,2,1099,1
A,2,2,1100,1
A,2,2,1101,1
A,2,2,1102,1
A,2,2,1103,1
A,2,2,1104,1
A,2,2,1105,1
A,2,2,1106,1
A,2,2,1107,1
A,2,2,1108,1
A,2,2,1109,1
A,2,2,1110,1
A,2,2,1111,1
A,2,2,1112,1
A,2,2,1113,1
A,2,2,1114,1
A,2,2,1115,1
A,2,2,1116,1
A,2,2,1117,1
A,2,2,1118,1
A,2,2,1119,1
A,2,2,1120,1
A,2,2,1121,1
A,2,2,1122,1
A,2,2,1123,1
A,2,2,1124,1
A,2,2,1125,1
A,2,2,1126,1
A,2,2,1127,1
A,2,2,1128,1
A,2,2,1129,1
A,2,2,1130,1
A,2,2,1131,1
A,2,2,1132,1
A,2,2,1133,1
A,2,2,1134,1
A,2,2,1135,1
A,2,2,1136,1
A,2,2,1137,1
A,2,2,1138,1
A,2,2,1139,1
A,2,2,1140,1
A,2,2,1141,1
A,2,2,1142,1
A,2,2,1143,1
A,2,2,1144,1
A,2,2,1145,1
A,2,2,1146,1
A,2,2,1147,1
A,2,2,1148,1
A,2,2,1149,1
A,2,2,1150,1
A,2,2,1151,1
A,2,2,1152,1
A,2,2,1153,1
A,2,2,1154,1
A,2,2,1155,1
A,2,2,1156,1
A,2,2,1157,1
A,2,2,1158,1
A,2,2,1159,1
A,2,2,1160,1
A,2,2,1161,1
A,2,2,1162,1
A,2,2,1163,1
A,2,2,1164,1
A,2,2,1165,1
A,2,2,1166,1
A,2,2,1167,1
A,2,2,1168,1
A,2,2,1169,1
A,2,2,1170,1
A,2,2,1171,1
A,2,2,1172,1
A,2,2,1173,1
A,2,2,1174,1
A,2,2,1175,1
A,2,2,1176,1
A,2,2,1177,1
A,2,2,1178,1
A,2,2,1179,1
A,2,2,1180,1
A,2,2,1181,1
A,2,2,1182,1
A,2,2,1183,1
A,2,2,1184,1
A,2,2,1185,1
A,2,2,1186,1
A,2,2,1187,1
A,2,2,1188,1
A,2,2,1189,1
A,2,2,1190,1
A,2,2,1191,1
A,2,2,1192,1
A,2,2,1193,1
A,2,2,1194,1
A,2,2,1195,1
A,2,2,1196,1
A,2,2,1197,1
A,2,2,1198,1
A,2,2,1199,1
A,2,2,1200,1
A,2,2,1201,1
A,2,2,1202,1
A,2,2,1203,1
A,2,2,1204,1
A,2,2,1205,1
A,2,2,1206,1
A,2,2,1207,1
A,2,2,1208,1
A,2,2,1209,1
A,2,2,1210,1
A,2,2,1211,1
A,2,2,1212,1
A,2,2,1213,1
A,2,2,1214,1
A,2,2,1215,1
A,2,2,1216,1
A,2,2,1217,1
A,2,2,1218,1
A,2,2,1219,1
A,2,2,1220,1
A,2,2,1221,1
A,2,2,1222,1
A,2,2,1223,1
A,2,2,1224,1
A,2,2,1225,1
A,2,2,1226,1
A,2,2,1227,1
A,2,2,1228,1
A,2,2,1229,1
A,2,2,1230,1
A,2,2,1231,1
A,2,2,1232,1
A,2,2,1233,1
A,2,2,1234,1
A,2,2,1235,1
A,2,2,1236,1
A,2,2,1237,1
A,2,2,1238,1
A,2,2,1239,1
A,2,2,1240,1
A,2,2,1241,1
A,2,2,1242,1
A,2,2,1243,1
A,2,2,1244,1
A,2,2,1245,1
A,2,2,1246,1
A,2,2,1247,1
A,2,2,1248,1
A,2,2,1249,1
A,2,2,1250,1
A,2,2,1251,1
A,2,2,1252,1
A,2,2,1253,1
A,2,2,1254,1
A,2,2,1255,1
A,2,2,1256,1
A,2,2,1257,1
A,2,2,1258,1
A,2,2,1259,1
A,2,2,1260,1
A,2,2,1261,1
A,2,2,1262,1
A,2,2,1263,1
A,2,2,1264,1
A,2,2,1265,1
A,2,2,1266,1
A,2,2,1267,1
A,2,2,1268,1
A,2,2,1269,1
A,2,2,1270,1
A,2,2,1271,1
A,2,2,1272,1
A,2,2,1273,1
A,2,2,1274,1
A,2,2,1275,1
A,2,2,1276,1
A,2,2,1277,1
A,2,2,1278,1
A,2,2,1279,1
A,2,2,1280,1
A,2,2,1281,1
A,2,2,1282,1
A,2,2,1283,1
A,2,2,1284,1
A,2,2,1285,1
A,2,2,1286,1
A,2,2,1287,1
A,2,2,1288,1
A,2,2,1289,1
A,2,2,1290,1
A,2,2,1291,1
A,2,2,1292,1
A,2,2,1293,1
A,2,2,1294,1
A,2,2,1295,1
A,2,2,1296,1
A,2,2,1297,1
A,2,2,1298,1
A,2,2,1299,1
A,2,2,1300,1
A,2,2,1301,1
A,2,2,1302,1
A,2,2,1303,1
A,2,2,1304,1
A,2,2,1305,1
A,2,2,1306,1
A,2,2,1307,1
A,2,2,1308,1
A,2,2,1309,1
A,2,2,1310,1
A,2,2,1311,1
A,2,2,1312,1
A,2,2,1313,1
A,2,2,1314,1
A,2,2,1315,1
A,2,2,1316,1
A,2,2,1317,1
A,2,2,1318,1
A,2,2,1319,1
A,2,2,1320,1
A,2,2,1321,1
A,2,2,1322,1
A,2,2,1323,1
A,2,2,1324,1
A,2,2,1325,1
A,2,2,1326,1
A,2,2,1327,1
A,2,2,1328,1
A,2,2,1329,1
A,2,2,1330,1
A,2,2,1331,1
A,2,2,1332,1
A,2,2,1333,1
A,2,2,1334,1
A,2,2,1335,1
A,2,2,1336,1
A,2,2,1337,1
A,2,2,1338,1
A,2,2,1339,1
A,2,2,1340,1
